schedule_id,volunteer_id,volunteer_name,status,volunteer_shift_pref,schedule_date,shift_type,scheduled_hours,schedule_status,no_show_flag,calls_that_day,avg_call_duration_minutes,year,month,day_of_week,is_weekend,is_federal_holiday,program_is_open
635,9521,Emerson V,Resigned,Afternoon,2022-04-06,Afternoon,4,Scheduled,false,3,12.67,2022,4,Wednesday,false,false,true
636,9568,Morgan F,Resigned,Afternoon,2022-04-11,Day,4,Scheduled,false,4,25.00,2022,4,Monday,false,false,true
637,9519,Reese L,Resigned,Afternoon,2022-04-11,Day,4,Scheduled,false,3,16.33,2022,4,Monday,false,false,true
638,9552,Avery T,Resigned,Afternoon,2022-04-11,Afternoon,4,Scheduled,true,0,,2022,4,Monday,false,false,true
639,9505,Cameron Z,Active,Afternoon,2022-04-11,Afternoon,4,Scheduled,false,3,12.33,2022,4,Monday,false,false,true
640,9570,Rowan T,Active,Afternoon,2022-04-12,Day,4,Scheduled,true,0,,2022,4,Tuesday,false,false,true
641,9553,Rowan W,Resigned,Day,2022-04-12,Day,4,Scheduled,false,1,26.00,2022,4,Tuesday,false,false,true
642,9555,Parker Z,Active,Afternoon,2022-04-12,Afternoon,4,Scheduled,false,1,24.00,2022,4,Tuesday,false,false,true
643,9521,Emerson V,Resigned,Afternoon,2022-04-12,Afternoon,4,Scheduled,false,1,24.00,2022,4,Tuesday,false,false,true
644,9537,Reese J,Resigned,Day,2022-04-13,Day,4,Scheduled,false,4,9.50,2022,4,Wednesday,false,false,true
645,9548,Taylor C,Active,Afternoon,2022-04-13,Day,4,Scheduled,true,0,,2022,4,Wednesday,false,false,true
646,9550,Emerson D,Resigned,Day,2022-04-13,Afternoon,4,Scheduled,false,1,33.00,2022,4,Wednesday,false,false,true
647,9512,Emerson G,Resigned,Day,2022-04-13,Afternoon,4,Scheduled,false,1,10.00,2022,4,Wednesday,false,false,true
648,9519,Reese L,Resigned,Afternoon,2022-04-18,Day,4,Scheduled,true,0,,2022,4,Monday,false,false,true
649,9570,Rowan T,Active,Afternoon,2022-04-18,Day,4,Scheduled,false,2,11.50,2022,4,Monday,false,false,true
650,9555,Parker Z,Active,Afternoon,2022-04-18,Afternoon,4,Scheduled,false,3,19.67,2022,4,Monday,false,false,true
651,9568,Morgan F,Resigned,Afternoon,2022-04-18,Afternoon,4,Scheduled,false,3,26.33,2022,4,Monday,false,false,true
652,9552,Avery T,Resigned,Afternoon,2022-04-19,Day,4,Scheduled,false,3,17.00,2022,4,Tuesday,false,false,true
653,9537,Reese J,Resigned,Day,2022-04-19,Day,4,Scheduled,false,1,38.00,2022,4,Tuesday,false,false,true
654,9550,Emerson D,Resigned,Day,2022-04-19,Afternoon,4,Scheduled,false,1,11.00,2022,4,Tuesday,false,false,true
655,9505,Cameron Z,Active,Afternoon,2022-04-19,Afternoon,4,Scheduled,false,4,26.00,2022,4,Tuesday,false,false,true
656,9512,Emerson G,Resigned,Day,2022-04-20,Day,4,Scheduled,false,2,14.00,2022,4,Wednesday,false,false,true
657,9548,Taylor C,Active,Afternoon,2022-04-20,Day,4,Scheduled,false,2,25.00,2022,4,Wednesday,false,false,true
658,9553,Rowan W,Resigned,Day,2022-04-20,Afternoon,4,Scheduled,true,0,,2022,4,Wednesday,false,false,true
659,9550,Emerson D,Resigned,Day,2022-04-25,Day,4,Scheduled,false,1,28.00,2022,4,Monday,false,false,true
660,9548,Taylor C,Active,Afternoon,2022-04-25,Day,4,Scheduled,false,4,11.75,2022,4,Monday,false,false,true
661,9552,Avery T,Resigned,Afternoon,2022-04-25,Afternoon,4,Scheduled,true,0,,2022,4,Monday,false,false,true
662,9555,Parker Z,Active,Afternoon,2022-04-25,Afternoon,4,Scheduled,true,0,,2022,4,Monday,false,false,true
663,9537,Reese J,Resigned,Day,2022-04-26,Day,4,Scheduled,false,1,27.00,2022,4,Tuesday,false,false,true
664,9519,Reese L,Resigned,Afternoon,2022-04-26,Day,4,Scheduled,true,0,,2022,4,Tuesday,false,false,true
665,9512,Emerson G,Resigned,Day,2022-04-26,Afternoon,4,Scheduled,false,1,12.00,2022,4,Tuesday,false,false,true
666,9568,Morgan F,Resigned,Afternoon,2022-04-26,Afternoon,4,Scheduled,true,0,,2022,4,Tuesday,false,false,true
667,9553,Rowan W,Resigned,Day,2022-04-27,Day,4,Scheduled,false,2,23.00,2022,4,Wednesday,false,false,true
668,9505,Cameron Z,Active,Afternoon,2022-04-27,Day,4,Scheduled,false,1,29.00,2022,4,Wednesday,false,false,true
669,9570,Rowan T,Active,Afternoon,2022-04-27,Afternoon,4,Scheduled,false,2,21.50,2022,4,Wednesday,false,false,true
670,9555,Parker Z,Active,Afternoon,2022-05-02,Day,4,Scheduled,false,3,25.33,2022,5,Monday,false,false,true
671,9568,Morgan F,Resigned,Afternoon,2022-05-02,Day,4,Scheduled,false,1,22.00,2022,5,Monday,false,false,true
672,9519,Reese L,Resigned,Afternoon,2022-05-02,Afternoon,4,Scheduled,false,1,30.00,2022,5,Monday,false,false,true
673,9570,Rowan T,Active,Afternoon,2022-05-02,Afternoon,4,Scheduled,false,3,32.33,2022,5,Monday,false,false,true
674,9512,Emerson G,Resigned,Day,2022-05-03,Day,4,Scheduled,false,4,27.25,2022,5,Tuesday,false,false,true
675,9505,Cameron Z,Active,Afternoon,2022-05-03,Day,4,Scheduled,true,0,,2022,5,Tuesday,false,false,true
676,9537,Reese J,Resigned,Day,2022-05-03,Afternoon,4,Scheduled,false,2,23.00,2022,5,Tuesday,false,false,true
677,9552,Avery T,Resigned,Afternoon,2022-05-03,Afternoon,4,Scheduled,false,2,34.50,2022,5,Tuesday,false,false,true
678,9553,Rowan W,Resigned,Day,2022-05-04,Day,4,Scheduled,false,2,16.50,2022,5,Wednesday,false,false,true
679,9548,Taylor C,Active,Afternoon,2022-05-04,Day,4,Scheduled,true,0,,2022,5,Wednesday,false,false,true
680,9550,Emerson D,Resigned,Day,2022-05-04,Afternoon,4,Scheduled,false,6,21.83,2022,5,Wednesday,false,false,true
681,9548,Taylor C,Active,Afternoon,2022-05-09,Day,4,Scheduled,false,3,15.00,2022,5,Monday,false,false,true
682,9555,Parker Z,Active,Afternoon,2022-05-09,Day,4,Scheduled,false,1,31.00,2022,5,Monday,false,false,true
683,9552,Avery T,Resigned,Afternoon,2022-05-09,Afternoon,4,Scheduled,false,2,31.00,2022,5,Monday,false,false,true
684,9537,Reese J,Resigned,Day,2022-05-09,Afternoon,4,Scheduled,false,2,26.00,2022,5,Monday,false,false,true
685,9550,Emerson D,Resigned,Day,2022-05-10,Day,4,Scheduled,false,5,22.40,2022,5,Tuesday,false,false,true
686,9570,Rowan T,Active,Afternoon,2022-05-10,Day,4,Scheduled,false,3,17.67,2022,5,Tuesday,false,false,true
687,9519,Reese L,Resigned,Afternoon,2022-05-10,Afternoon,4,Scheduled,false,1,5.00,2022,5,Tuesday,false,false,true
688,9568,Morgan F,Resigned,Afternoon,2022-05-10,Afternoon,4,Scheduled,false,3,25.00,2022,5,Tuesday,false,false,true
689,9505,Cameron Z,Active,Afternoon,2022-05-11,Day,4,Scheduled,false,3,21.00,2022,5,Wednesday,false,false,true
690,9553,Rowan W,Resigned,Day,2022-05-11,Day,4,Scheduled,false,3,20.00,2022,5,Wednesday,false,false,true
691,9512,Emerson G,Resigned,Day,2022-05-11,Afternoon,4,Scheduled,true,0,,2022,5,Wednesday,false,false,true
692,9518,Dakota L,Resigned,Afternoon,2022-05-11,Afternoon,4,Scheduled,true,0,,2022,5,Wednesday,false,false,true
693,9550,Emerson D,Resigned,Day,2022-05-16,Day,4,Scheduled,true,0,,2022,5,Monday,false,false,true
694,9548,Taylor C,Active,Afternoon,2022-05-16,Day,4,Scheduled,false,3,24.33,2022,5,Monday,false,false,true
695,9553,Rowan W,Resigned,Day,2022-05-16,Afternoon,4,Scheduled,false,3,29.33,2022,5,Monday,false,false,true
696,9512,Emerson G,Resigned,Day,2022-05-16,Afternoon,4,Scheduled,false,1,27.00,2022,5,Monday,false,false,true
697,9519,Reese L,Resigned,Afternoon,2022-05-17,Day,4,Scheduled,false,2,19.00,2022,5,Tuesday,false,false,true
698,9570,Rowan T,Active,Afternoon,2022-05-17,Day,4,Scheduled,false,1,7.00,2022,5,Tuesday,false,false,true
699,9505,Cameron Z,Active,Afternoon,2022-05-17,Afternoon,4,Scheduled,false,3,16.00,2022,5,Tuesday,false,false,true
700,9552,Avery T,Resigned,Afternoon,2022-05-17,Afternoon,4,Scheduled,true,0,,2022,5,Tuesday,false,false,true
701,9568,Morgan F,Resigned,Afternoon,2022-05-18,Day,4,Scheduled,true,0,,2022,5,Wednesday,false,false,true
702,9518,Dakota L,Resigned,Afternoon,2022-05-18,Afternoon,4,Scheduled,false,2,20.50,2022,5,Wednesday,false,false,true
703,9555,Parker Z,Active,Afternoon,2022-05-18,Afternoon,4,Scheduled,false,2,33.00,2022,5,Wednesday,false,false,true
704,9537,Reese J,Resigned,Day,2022-05-19,Day,4,Scheduled,false,1,32.00,2022,5,Thursday,false,false,true
705,9550,Emerson D,Resigned,Day,2022-05-23,Day,4,Scheduled,false,3,22.00,2022,5,Monday,false,false,true
706,9537,Reese J,Resigned,Day,2022-05-23,Day,4,Scheduled,false,1,21.00,2022,5,Monday,false,false,true
707,9519,Reese L,Resigned,Afternoon,2022-05-23,Afternoon,4,Scheduled,false,2,27.50,2022,5,Monday,false,false,true
708,9518,Dakota L,Resigned,Afternoon,2022-05-23,Afternoon,4,Scheduled,false,1,37.00,2022,5,Monday,false,false,true
709,9512,Emerson G,Resigned,Day,2022-05-24,Day,4,Scheduled,false,2,15.00,2022,5,Tuesday,false,false,true
710,9548,Taylor C,Active,Afternoon,2022-05-24,Day,4,Scheduled,false,2,28.50,2022,5,Tuesday,false,false,true
711,9553,Rowan W,Resigned,Day,2022-05-24,Afternoon,4,Scheduled,false,1,12.00,2022,5,Tuesday,false,false,true
712,9570,Rowan T,Active,Afternoon,2022-05-24,Afternoon,4,Scheduled,false,4,20.75,2022,5,Tuesday,false,false,true
713,9552,Avery T,Resigned,Afternoon,2022-05-25,Day,4,Scheduled,false,2,15.50,2022,5,Wednesday,false,false,true
714,9505,Cameron Z,Active,Afternoon,2022-05-25,Day,4,Scheduled,false,3,21.00,2022,5,Wednesday,false,false,true
715,9555,Parker Z,Active,Afternoon,2022-05-25,Afternoon,4,Scheduled,false,3,14.00,2022,5,Wednesday,false,false,true
716,9568,Morgan F,Resigned,Afternoon,2022-05-25,Afternoon,4,Scheduled,true,0,,2022,5,Wednesday,false,false,true
717,9548,Taylor C,Active,Afternoon,2022-05-30,Day,4,Scheduled,false,4,22.00,2022,5,Monday,false,true,true
718,9512,Emerson G,Resigned,Day,2022-05-30,Day,4,Scheduled,false,2,20.50,2022,5,Monday,false,true,true
719,9553,Rowan W,Resigned,Day,2022-05-30,Afternoon,4,Scheduled,false,2,36.50,2022,5,Monday,false,true,true
720,9568,Morgan F,Resigned,Afternoon,2022-05-30,Afternoon,4,Scheduled,true,0,,2022,5,Monday,false,true,true
721,9555,Parker Z,Active,Afternoon,2022-05-31,Day,4,Scheduled,false,2,13.50,2022,5,Tuesday,false,false,true
722,9519,Reese L,Resigned,Afternoon,2022-05-31,Day,4,Scheduled,false,4,26.25,2022,5,Tuesday,false,false,true
723,9518,Dakota L,Resigned,Afternoon,2022-05-31,Afternoon,4,Scheduled,false,3,22.67,2022,5,Tuesday,false,false,true
724,9505,Cameron Z,Active,Afternoon,2022-05-31,Afternoon,4,Scheduled,false,2,24.00,2022,5,Tuesday,false,false,true
725,9570,Rowan T,Active,Afternoon,2022-06-01,Day,4,Scheduled,false,1,26.00,2022,6,Wednesday,false,false,true
726,9552,Avery T,Resigned,Afternoon,2022-06-01,Day,4,Scheduled,false,3,32.33,2022,6,Wednesday,false,false,true
727,9537,Reese J,Resigned,Day,2022-06-01,Afternoon,4,Scheduled,false,3,27.67,2022,6,Wednesday,false,false,true
728,9550,Emerson D,Resigned,Day,2022-06-01,Afternoon,4,Scheduled,false,3,25.33,2022,6,Wednesday,false,false,true
729,9537,Reese J,Resigned,Day,2022-06-06,Day,4,Scheduled,false,1,18.00,2022,6,Monday,false,false,true
730,9553,Rowan W,Resigned,Day,2022-06-06,Day,4,Scheduled,true,0,,2022,6,Monday,false,false,true
731,9548,Taylor C,Active,Afternoon,2022-06-06,Afternoon,4,Scheduled,false,4,10.00,2022,6,Monday,false,false,true
732,9552,Avery T,Resigned,Afternoon,2022-06-06,Afternoon,4,Scheduled,true,0,,2022,6,Monday,false,false,true
733,9570,Rowan T,Active,Afternoon,2022-06-07,Day,4,Scheduled,false,3,23.33,2022,6,Tuesday,false,false,true
734,9568,Morgan F,Resigned,Afternoon,2022-06-07,Day,4,Scheduled,true,0,,2022,6,Tuesday,false,false,true
735,9518,Dakota L,Resigned,Afternoon,2022-06-07,Afternoon,4,Scheduled,false,4,33.50,2022,6,Tuesday,false,false,true
736,9519,Reese L,Resigned,Afternoon,2022-06-07,Afternoon,4,Scheduled,false,4,23.75,2022,6,Tuesday,false,false,true
737,9505,Cameron Z,Active,Afternoon,2022-06-08,Day,4,Scheduled,true,0,,2022,6,Wednesday,false,false,true
738,9550,Emerson D,Resigned,Day,2022-06-08,Day,4,Scheduled,false,1,10.00,2022,6,Wednesday,false,false,true
739,9506,Finley F,Resigned,Day,2022-06-08,Afternoon,4,Scheduled,false,3,11.67,2022,6,Wednesday,false,false,true
740,9555,Parker Z,Active,Afternoon,2022-06-08,Afternoon,4,Scheduled,false,3,12.00,2022,6,Wednesday,false,false,true
741,9512,Emerson G,Resigned,Day,2022-06-09,Day,4,Scheduled,false,2,19.50,2022,6,Thursday,false,false,true
742,9512,Emerson G,Resigned,Day,2022-06-13,Day,4,Scheduled,true,0,,2022,6,Monday,false,false,true
743,9548,Taylor C,Active,Afternoon,2022-06-13,Day,4,Scheduled,false,4,22.50,2022,6,Monday,false,false,true
744,9552,Avery T,Resigned,Afternoon,2022-06-13,Afternoon,4,Scheduled,false,1,37.00,2022,6,Monday,false,false,true
745,9506,Finley F,Resigned,Day,2022-06-13,Afternoon,4,Scheduled,false,2,16.00,2022,6,Monday,false,false,true
746,9519,Reese L,Resigned,Afternoon,2022-06-14,Day,4,Scheduled,false,1,12.00,2022,6,Tuesday,false,false,true
747,9570,Rowan T,Active,Afternoon,2022-06-14,Day,4,Scheduled,false,2,21.00,2022,6,Tuesday,false,false,true
748,9568,Morgan F,Resigned,Afternoon,2022-06-14,Afternoon,4,Scheduled,false,2,24.00,2022,6,Tuesday,false,false,true
749,9553,Rowan W,Resigned,Day,2022-06-14,Afternoon,4,Scheduled,false,4,16.00,2022,6,Tuesday,false,false,true
750,9539,Avery K,Resigned,Day,2022-06-15,Day,4,Scheduled,false,1,36.00,2022,6,Wednesday,false,false,true
751,9550,Emerson D,Resigned,Day,2022-06-15,Day,4,Scheduled,false,3,13.67,2022,6,Wednesday,false,false,true
752,9505,Cameron Z,Active,Afternoon,2022-06-15,Afternoon,4,Scheduled,false,5,25.20,2022,6,Wednesday,false,false,true
753,9518,Dakota L,Resigned,Afternoon,2022-06-15,Afternoon,4,Scheduled,false,2,19.00,2022,6,Wednesday,false,false,true
754,9555,Parker Z,Active,Afternoon,2022-06-16,Day,4,Scheduled,false,3,21.33,2022,6,Thursday,false,false,true
755,9570,Rowan T,Active,Afternoon,2022-06-20,Day,4,Scheduled,false,2,32.00,2022,6,Monday,false,true,true
756,9552,Avery T,Resigned,Afternoon,2022-06-20,Day,4,Scheduled,false,3,22.67,2022,6,Monday,false,true,true
757,9544,Skyler B,Resigned,Afternoon,2022-06-20,Afternoon,4,Scheduled,false,6,21.50,2022,6,Monday,false,true,true
758,9539,Avery K,Resigned,Day,2022-06-20,Afternoon,4,Scheduled,false,4,28.75,2022,6,Monday,false,true,true
759,9512,Emerson G,Resigned,Day,2022-06-21,Day,4,Scheduled,false,1,9.00,2022,6,Tuesday,false,false,true
760,9506,Finley F,Resigned,Day,2022-06-21,Day,4,Scheduled,false,4,14.75,2022,6,Tuesday,false,false,true
761,9518,Dakota L,Resigned,Afternoon,2022-06-21,Afternoon,4,Scheduled,false,2,20.50,2022,6,Tuesday,false,false,true
762,9548,Taylor C,Active,Afternoon,2022-06-21,Afternoon,4,Scheduled,true,0,,2022,6,Tuesday,false,false,true
763,9550,Emerson D,Resigned,Day,2022-06-22,Day,4,Scheduled,false,2,7.50,2022,6,Wednesday,false,false,true
764,9553,Rowan W,Resigned,Day,2022-06-22,Day,4,Scheduled,false,1,35.00,2022,6,Wednesday,false,false,true
765,9519,Reese L,Resigned,Afternoon,2022-06-22,Afternoon,4,Scheduled,true,0,,2022,6,Wednesday,false,false,true
766,9505,Cameron Z,Active,Afternoon,2022-06-22,Afternoon,4,Scheduled,false,1,30.00,2022,6,Wednesday,false,false,true
767,9568,Morgan F,Resigned,Afternoon,2022-06-23,Day,4,Scheduled,false,2,24.50,2022,6,Thursday,false,false,true
768,9555,Parker Z,Active,Afternoon,2022-06-23,Day,4,Scheduled,false,1,33.00,2022,6,Thursday,false,false,true
769,9552,Avery T,Resigned,Afternoon,2022-06-27,Day,4,Scheduled,true,0,,2022,6,Monday,false,false,true
770,9570,Rowan T,Active,Afternoon,2022-06-27,Day,4,Scheduled,false,3,35.00,2022,6,Monday,false,false,true
771,9550,Emerson D,Resigned,Day,2022-06-27,Afternoon,4,Scheduled,true,0,,2022,6,Monday,false,false,true
772,9544,Skyler B,Resigned,Afternoon,2022-06-28,Day,4,Scheduled,false,3,22.67,2022,6,Tuesday,false,false,true
773,9573,Jamie H,Resigned,Afternoon,2022-06-28,Day,4,Scheduled,false,1,15.00,2022,6,Tuesday,false,false,true
774,9553,Rowan W,Resigned,Day,2022-06-28,Afternoon,4,Scheduled,true,0,,2022,6,Tuesday,false,false,true
775,9555,Parker Z,Active,Afternoon,2022-06-28,Afternoon,4,Scheduled,false,1,14.00,2022,6,Tuesday,false,false,true
776,9518,Dakota L,Resigned,Afternoon,2022-06-29,Day,4,Scheduled,false,2,23.50,2022,6,Wednesday,false,false,true
777,9506,Finley F,Resigned,Day,2022-06-29,Day,4,Scheduled,false,2,38.00,2022,6,Wednesday,false,false,true
778,9548,Taylor C,Active,Afternoon,2022-06-29,Afternoon,4,Scheduled,false,1,20.00,2022,6,Wednesday,false,false,true
779,9519,Reese L,Resigned,Afternoon,2022-06-29,Afternoon,4,Scheduled,true,0,,2022,6,Wednesday,false,false,true
780,9539,Avery K,Resigned,Day,2022-06-30,Day,4,Scheduled,false,3,17.00,2022,6,Thursday,false,false,true
781,9512,Emerson G,Resigned,Day,2022-06-30,Day,4,Scheduled,false,4,24.50,2022,6,Thursday,false,false,true
782,9568,Morgan F,Resigned,Afternoon,2022-06-30,Afternoon,4,Scheduled,false,3,19.33,2022,6,Thursday,false,false,true
783,9505,Cameron Z,Active,Afternoon,2022-06-30,Afternoon,4,Scheduled,false,3,18.33,2022,6,Thursday,false,false,true
784,9539,Avery K,Resigned,Day,2022-07-04,Day,4,Scheduled,false,1,20.00,2022,7,Monday,false,true,true
785,9555,Parker Z,Active,Afternoon,2022-07-04,Day,4,Scheduled,true,0,,2022,7,Monday,false,true,true
786,9568,Morgan F,Resigned,Afternoon,2022-07-04,Afternoon,4,Scheduled,true,0,,2022,7,Monday,false,true,true
787,9553,Rowan W,Resigned,Day,2022-07-04,Afternoon,4,Scheduled,false,2,13.50,2022,7,Monday,false,true,true
788,9518,Dakota L,Resigned,Afternoon,2022-07-05,Day,4,Scheduled,false,1,34.00,2022,7,Tuesday,false,false,true
789,9570,Rowan T,Active,Afternoon,2022-07-05,Day,4,Scheduled,false,3,24.00,2022,7,Tuesday,false,false,true
790,9505,Cameron Z,Active,Afternoon,2022-07-05,Afternoon,4,Scheduled,false,4,14.50,2022,7,Tuesday,false,false,true
791,9573,Jamie H,Resigned,Afternoon,2022-07-05,Afternoon,4,Scheduled,false,1,21.00,2022,7,Tuesday,false,false,true
792,9519,Reese L,Resigned,Afternoon,2022-07-06,Day,4,Scheduled,true,0,,2022,7,Wednesday,false,false,true
793,9552,Avery T,Resigned,Afternoon,2022-07-06,Day,4,Scheduled,false,1,32.00,2022,7,Wednesday,false,false,true
794,9550,Emerson D,Resigned,Day,2022-07-06,Afternoon,4,Scheduled,true,0,,2022,7,Wednesday,false,false,true
795,9548,Taylor C,Active,Afternoon,2022-07-07,Day,4,Scheduled,false,2,22.00,2022,7,Thursday,false,false,true
796,9544,Skyler B,Resigned,Afternoon,2022-07-07,Day,4,Scheduled,true,0,,2022,7,Thursday,false,false,true
797,9512,Emerson G,Resigned,Day,2022-07-07,Afternoon,4,Scheduled,false,3,26.67,2022,7,Thursday,false,false,true
798,9506,Finley F,Resigned,Day,2022-07-07,Afternoon,4,Scheduled,false,1,5.00,2022,7,Thursday,false,false,true
799,9506,Finley F,Resigned,Day,2022-07-11,Day,4,Scheduled,false,1,23.00,2022,7,Monday,false,false,true
800,9513,Harper X,Resigned,Day,2022-07-11,Day,4,Scheduled,false,2,36.50,2022,7,Monday,false,false,true
801,9519,Reese L,Resigned,Afternoon,2022-07-11,Afternoon,4,Scheduled,false,4,28.50,2022,7,Monday,false,false,true
802,9568,Morgan F,Resigned,Afternoon,2022-07-11,Afternoon,4,Scheduled,false,1,18.00,2022,7,Monday,false,false,true
803,9570,Rowan T,Active,Afternoon,2022-07-12,Day,4,Scheduled,true,0,,2022,7,Tuesday,false,false,true
804,9573,Jamie H,Resigned,Afternoon,2022-07-12,Day,4,Scheduled,false,1,30.00,2022,7,Tuesday,false,false,true
805,9548,Taylor C,Active,Afternoon,2022-07-12,Afternoon,4,Scheduled,false,2,10.00,2022,7,Tuesday,false,false,true
806,9518,Dakota L,Resigned,Afternoon,2022-07-12,Afternoon,4,Scheduled,false,3,13.33,2022,7,Tuesday,false,false,true
807,9552,Avery T,Resigned,Afternoon,2022-07-13,Day,4,Scheduled,true,0,,2022,7,Wednesday,false,false,true
808,9553,Rowan W,Resigned,Day,2022-07-13,Day,4,Scheduled,false,1,6.00,2022,7,Wednesday,false,false,true
809,9539,Avery K,Resigned,Day,2022-07-13,Afternoon,4,Scheduled,false,3,28.33,2022,7,Wednesday,false,false,true
810,9512,Emerson G,Resigned,Day,2022-07-13,Afternoon,4,Scheduled,false,1,14.00,2022,7,Wednesday,false,false,true
811,9550,Emerson D,Resigned,Day,2022-07-14,Day,4,Scheduled,true,0,,2022,7,Thursday,false,false,true
812,9544,Skyler B,Resigned,Afternoon,2022-07-14,Day,4,Scheduled,false,1,17.00,2022,7,Thursday,false,false,true
813,9555,Parker Z,Active,Afternoon,2022-07-14,Afternoon,4,Scheduled,false,2,10.50,2022,7,Thursday,false,false,true
814,9505,Cameron Z,Active,Afternoon,2022-07-14,Afternoon,4,Scheduled,false,1,23.00,2022,7,Thursday,false,false,true
815,9570,Rowan T,Active,Afternoon,2022-07-18,Day,4,Scheduled,false,2,27.00,2022,7,Monday,false,false,true
816,9544,Skyler B,Resigned,Afternoon,2022-07-18,Day,4,Scheduled,false,2,16.50,2022,7,Monday,false,false,true
817,9518,Dakota L,Resigned,Afternoon,2022-07-18,Afternoon,4,Scheduled,false,3,21.00,2022,7,Monday,false,false,true
818,9506,Finley F,Resigned,Day,2022-07-19,Day,4,Scheduled,false,1,10.00,2022,7,Tuesday,false,false,true
819,9568,Morgan F,Resigned,Afternoon,2022-07-19,Day,4,Scheduled,false,2,17.50,2022,7,Tuesday,false,false,true
820,9513,Harper X,Resigned,Day,2022-07-19,Afternoon,4,Scheduled,false,3,17.00,2022,7,Tuesday,false,false,true
821,9512,Emerson G,Resigned,Day,2022-07-19,Afternoon,4,Scheduled,false,3,27.33,2022,7,Tuesday,false,false,true
822,9539,Avery K,Resigned,Day,2022-07-20,Day,4,Scheduled,false,1,16.00,2022,7,Wednesday,false,false,true
823,9553,Rowan W,Resigned,Day,2022-07-20,Day,4,Scheduled,false,3,16.67,2022,7,Wednesday,false,false,true
824,9505,Cameron Z,Active,Afternoon,2022-07-20,Afternoon,4,Scheduled,false,3,18.00,2022,7,Wednesday,false,false,true
825,9573,Jamie H,Resigned,Afternoon,2022-07-20,Afternoon,4,Scheduled,false,1,17.00,2022,7,Wednesday,false,false,true
826,9548,Taylor C,Active,Afternoon,2022-07-21,Day,4,Scheduled,false,2,28.00,2022,7,Thursday,false,false,true
827,9550,Emerson D,Resigned,Day,2022-07-21,Day,4,Scheduled,false,3,13.00,2022,7,Thursday,false,false,true
828,9519,Reese L,Resigned,Afternoon,2022-07-21,Afternoon,4,Scheduled,false,2,24.00,2022,7,Thursday,false,false,true
829,9555,Parker Z,Active,Afternoon,2022-07-21,Afternoon,4,Scheduled,true,0,,2022,7,Thursday,false,false,true
830,9552,Avery T,Resigned,Afternoon,2022-07-22,Day,4,Scheduled,false,2,16.50,2022,7,Friday,false,false,true
831,9550,Emerson D,Resigned,Day,2022-07-25,Day,4,Scheduled,false,2,10.00,2022,7,Monday,false,false,true
832,9512,Emerson G,Resigned,Day,2022-07-25,Day,4,Scheduled,false,5,17.00,2022,7,Monday,false,false,true
833,9568,Morgan F,Resigned,Afternoon,2022-07-25,Afternoon,4,Scheduled,false,1,10.00,2022,7,Monday,false,false,true
834,9555,Parker Z,Active,Afternoon,2022-07-25,Afternoon,4,Scheduled,false,4,33.50,2022,7,Monday,false,false,true
835,9570,Rowan T,Active,Afternoon,2022-07-26,Day,4,Scheduled,false,3,17.33,2022,7,Tuesday,false,false,true
836,9544,Skyler B,Resigned,Afternoon,2022-07-26,Day,4,Scheduled,false,1,16.00,2022,7,Tuesday,false,false,true
837,9553,Rowan W,Resigned,Day,2022-07-26,Afternoon,4,Scheduled,true,0,,2022,7,Tuesday,false,false,true
838,9519,Reese L,Resigned,Afternoon,2022-07-26,Afternoon,4,Scheduled,false,2,11.50,2022,7,Tuesday,false,false,true
839,9518,Dakota L,Resigned,Afternoon,2022-07-27,Day,4,Scheduled,false,1,35.00,2022,7,Wednesday,false,false,true
840,9573,Jamie H,Resigned,Afternoon,2022-07-27,Day,4,Scheduled,false,1,19.00,2022,7,Wednesday,false,false,true
841,9506,Finley F,Resigned,Day,2022-07-27,Afternoon,4,Scheduled,false,3,17.00,2022,7,Wednesday,false,false,true
842,9552,Avery T,Resigned,Afternoon,2022-07-27,Afternoon,4,Scheduled,false,3,22.33,2022,7,Wednesday,false,false,true
843,9505,Cameron Z,Active,Afternoon,2022-07-28,Day,4,Scheduled,false,2,21.00,2022,7,Thursday,false,false,true
844,9513,Harper X,Resigned,Day,2022-07-28,Day,4,Scheduled,false,3,30.67,2022,7,Thursday,false,false,true
845,9548,Taylor C,Active,Afternoon,2022-07-28,Afternoon,4,Scheduled,false,1,5.00,2022,7,Thursday,false,false,true
846,9539,Avery K,Resigned,Day,2022-07-28,Afternoon,4,Scheduled,false,1,31.00,2022,7,Thursday,false,false,true
847,9513,Harper X,Resigned,Day,2022-08-01,Day,4,Scheduled,false,1,40.00,2022,8,Monday,false,false,true
848,9512,Emerson G,Resigned,Day,2022-08-01,Day,4,Scheduled,false,1,20.00,2022,8,Monday,false,false,true
849,9568,Morgan F,Resigned,Afternoon,2022-08-01,Afternoon,4,Scheduled,false,3,21.67,2022,8,Monday,false,false,true
850,9518,Dakota L,Resigned,Afternoon,2022-08-01,Afternoon,4,Scheduled,false,5,21.60,2022,8,Monday,false,false,true
851,9539,Avery K,Resigned,Day,2022-08-02,Day,4,Scheduled,false,2,12.00,2022,8,Tuesday,false,false,true
852,9555,Parker Z,Active,Afternoon,2022-08-02,Day,4,Scheduled,false,2,21.00,2022,8,Tuesday,false,false,true
853,9570,Rowan T,Active,Afternoon,2022-08-02,Afternoon,4,Scheduled,false,3,30.00,2022,8,Tuesday,false,false,true
