call_id,call_date,time_recvd,time_left,call_duration_minutes,volunteer_id,reason_id,volunteer_name_raw,reason_name_raw,date_key,cleaning_notes
808484,2023-01-20,14:00:00,14:38:00,38,9554,1,Parker B,Information,2023-01-20,""
808490,2023-01-20,16:28:00,16:51:00,23,9554,2,Parker B,Other,2023-01-20,""
808491,2023-01-20,13:36:00,14:12:00,36,9573,2,Jamie H,Wheelchair Assist,2023-01-20,""
808496,2023-01-20,13:52:00,14:25:00,33,9573,7,Jamie H,Patient Support,2023-01-20,""
808497,2023-01-20,15:01:00,15:40:00,39,9573,1,Jamie H,Information,2023-01-20,""
808501,2023-01-20,16:19:00,16:30:00,11,9573,7,Jamie H,Other,2023-01-20,""
808502,2023-01-20,13:02:00,13:28:00,26,9573,1,Jamie H,Other,2023-01-20,""
808505,2023-01-20,13:43:00,13:56:00,13,9573,8,Jamie H,Other,2023-01-20,""
808510,2023-01-23,08:34:00,09:09:00,35,9538,3,Jamie X,Escort,2023-01-23,""
808512,2023-01-23,08:07:00,08:44:00,37,9538,3,Jamie X,Other,2023-01-23,""
808513,2023-01-23,11:43:00,12:00:00,17,9538,4,Jamie X,Information,2023-01-23,""
808514,2023-01-23,08:38:00,09:07:00,29,9538,8,Jamie X,Escort,2023-01-23,""
808516,2023-01-23,10:13:00,10:40:00,27,9538,4,Jamie X,Wayfinding,2023-01-23,""
808518,2023-01-23,09:12:00,09:24:00,12,9538,4,Jamie X,Supply Run,2023-01-23,""
808524,2023-01-23,10:43:00,11:12:00,29,9541,4,Riley Q,Patient Support,2023-01-23,""
808526,2023-01-23,08:35:00,08:45:00,10,9541,2,Riley Q,Escort,2023-01-23,""
808529,2023-01-23,10:34:00,11:00:00,26,9541,3,Riley Q,Information,2023-01-23,""
808530,2023-01-23,08:27:00,08:39:00,12,9541,3,Riley Q,Escort,2023-01-23,""
808531,2023-01-23,08:55:00,09:10:00,15,9541,1,Riley Q,Escort,2023-01-23,""
808538,2023-01-23,14:35:00,15:05:00,30,9573,3,Jamie H,Translation Support,2023-01-23,""
808539,2023-01-23,14:15:00,14:23:00,8,9573,7,Jamie H,Other,2023-01-23,""
808542,2023-01-23,14:34:00,14:51:00,17,9573,6,Jamie H,Wheelchair Assist,2023-01-23,""
808545,2023-01-23,14:56:00,15:03:00,7,9573,4,Jamie H,Wayfinding,2023-01-23,""
808547,2023-01-23,15:43:00,16:02:00,19,9550,8,Emerson D,Information,2023-01-23,""
808548,2023-01-23,15:51:00,15:57:00,6,9550,5,Emerson D,Wayfinding,2023-01-23,""
808550,2023-01-23,16:35:00,16:56:00,21,9550,1,Emerson D,Wheelchair Assist,2023-01-23,""
808555,2023-01-23,15:36:00,16:09:00,33,9550,7,Emerson D,Other,2023-01-23,""
808557,2023-01-23,13:03:00,13:16:00,13,9550,2,Emerson D,Translation Support,2023-01-23,""
808558,2023-01-23,16:35:00,16:59:00,24,9550,4,Emerson D,Escort,2023-01-23,""
808560,2023-01-23,15:52:00,16:10:00,18,9550,4,Emerson D,Patient Support,2023-01-23,""
808563,2023-01-24,08:38:00,08:59:00,21,9518,2,Dakota L,Information,2023-01-24,""
808565,2023-01-24,09:26:00,09:47:00,21,9518,1,Dakota L,Information,2023-01-24,""
808566,2023-01-24,08:37:00,09:07:00,30,9518,8,Dakota L,Information,2023-01-24,""
808567,2023-01-24,10:33:00,11:10:00,37,9518,6,Dakota L,Translation Support,2023-01-24,""
808568,2023-01-24,11:47:00,11:54:00,7,9518,2,Dakota L,Wheelchair Assist,2023-01-24,""
808571,2023-01-24,10:52:00,10:57:00,5,9518,2,Dakota L,Supply Run,2023-01-24,""
808573,2023-01-24,09:37:00,10:11:00,34,9544,2,Skyler B,Wayfinding,2023-01-24,""
808576,2023-01-24,09:41:00,09:59:00,18,9544,8,Skyler B,Wayfinding,2023-01-24,""
808577,2023-01-24,08:49:00,09:28:00,39,9544,7,Skyler B,Translation Support,2023-01-24,""
808578,2023-01-24,11:10:00,11:15:00,5,9544,1,Skyler B,Supply Run,2023-01-24,""
808579,2023-01-24,08:17:00,08:41:00,24,9544,6,Skyler B,Other,2023-01-24,""
808581,2023-01-24,11:15:00,11:54:00,39,9544,8,Skyler B,Escort,2023-01-24,""
808582,2023-01-24,11:39:00,12:00:00,21,9544,1,Skyler B,Wayfinding,2023-01-24,""
808583,2023-01-24,13:38:00,13:44:00,6,9523,5,Casey M,Other,2023-01-24,""
808586,2023-01-24,14:30:00,14:40:00,10,9523,6,Casey M,Translation Support,2023-01-24,""
808588,2023-01-24,13:50:00,14:16:00,26,9523,1,Casey M,Supply Run,2023-01-24,""
808591,2023-01-24,13:12:00,13:18:00,6,9523,3,Casey M,Information,2023-01-24,""
808592,2023-01-24,15:11:00,15:51:00,40,9523,2,Casey M,Supply Run,2023-01-24,""
808595,2023-01-24,14:22:00,14:53:00,31,9523,7,Casey M,Patient Support,2023-01-24,""
808597,2023-01-24,14:23:00,14:32:00,9,9539,5,Avery K,Supply Run,2023-01-24,""
808598,2023-01-24,14:24:00,14:39:00,15,9539,2,Avery K,Other,2023-01-24,""
808599,2023-01-24,13:59:00,14:15:00,16,9539,3,Avery K,Wayfinding,2023-01-24,""
808600,2023-01-24,13:39:00,14:09:00,30,9539,2,Avery K,Translation Support,2023-01-24,""
808603,2023-01-24,13:16:00,13:35:00,19,9539,8,Avery K,Wayfinding,2023-01-24,""
808607,2023-01-25,10:19:00,10:25:00,6,9503,2,Cameron T,Other,2023-01-25,""
808612,2023-01-25,11:22:00,11:49:00,27,9503,3,Cameron T,Escort,2023-01-25,""
808615,2023-01-25,08:57:00,09:19:00,22,9503,2,Cameron T,Supply Run,2023-01-25,""
808617,2023-01-25,11:35:00,11:50:00,15,9503,8,Cameron T,Escort,2023-01-25,""
808619,2023-01-25,11:47:00,12:00:00,13,9503,1,Cameron T,Wheelchair Assist,2023-01-25,""
808620,2023-01-25,08:16:00,08:26:00,10,9503,6,Cameron T,Translation Support,2023-01-25,""
808621,2023-01-25,14:05:00,14:15:00,10,9506,2,Finley F,Translation Support,2023-01-25,""
808622,2023-01-25,16:15:00,16:39:00,24,9506,3,Finley F,Wayfinding,2023-01-25,""
808625,2023-01-25,14:55:00,15:03:00,8,9506,8,Finley F,Patient Support,2023-01-25,""
808627,2023-01-25,15:16:00,15:38:00,22,9506,6,Finley F,Translation Support,2023-01-25,""
808629,2023-01-25,15:17:00,15:51:00,34,9506,7,Finley F,Translation Support,2023-01-25,""
808636,2023-01-26,08:02:00,08:41:00,39,9566,7,Parker H,Wayfinding,2023-01-26,""
808641,2023-01-26,10:11:00,10:33:00,22,9566,6,Parker H,Escort,2023-01-26,""
808649,2023-01-26,10:03:00,10:38:00,35,9567,6,Finley T,Wayfinding,2023-01-26,""
808650,2023-01-26,10:10:00,10:37:00,27,9567,7,Finley T,Escort,2023-01-26,""
808651,2023-01-26,11:03:00,11:36:00,33,9567,1,Finley T,Escort,2023-01-26,""
808655,2023-01-26,08:11:00,08:50:00,39,9567,4,Finley T,Translation Support,2023-01-26,""
808657,2023-01-26,16:30:00,16:35:00,5,9569,8,Riley D,Escort,2023-01-26,""
808659,2023-01-26,16:01:00,16:06:00,5,9569,1,Riley D,Information,2023-01-26,""
808660,2023-01-26,13:31:00,13:36:00,5,9569,5,Riley D,Supply Run,2023-01-26,""
808662,2023-01-26,16:50:00,17:00:00,10,9569,2,Riley D,Wayfinding,2023-01-26,""
808663,2023-01-26,14:12:00,14:30:00,18,9569,4,Riley D,Supply Run,2023-01-26,""
808665,2023-01-26,14:29:00,14:40:00,11,9569,5,Riley D,Information,2023-01-26,""
808666,2023-01-26,13:52:00,14:04:00,12,9569,5,Riley D,Patient Support,2023-01-26,""
808668,2023-01-26,16:25:00,16:55:00,30,9569,8,Riley D,Escort,2023-01-26,""
808671,2023-01-26,14:58:00,15:16:00,18,9554,8,Parker B,Wayfinding,2023-01-26,""
808674,2023-01-26,13:36:00,13:44:00,8,9554,7,Parker B,Information,2023-01-26,""
808678,2023-01-26,14:54:00,15:20:00,26,9554,1,Parker B,Patient Support,2023-01-26,""
808683,2023-01-27,09:07:00,09:39:00,32,9513,8,Harper X,Patient Support,2023-01-27,""
808684,2023-01-27,10:06:00,10:45:00,39,9513,8,Harper X,Other,2023-01-27,""
808686,2023-01-27,08:58:00,09:10:00,12,9513,3,Harper X,Escort,2023-01-27,""
808687,2023-01-27,09:28:00,10:05:00,37,9513,6,Harper X,Wayfinding,2023-01-27,""
808690,2023-01-27,11:32:00,11:46:00,14,9513,2,Harper X,Escort,2023-01-27,""
808692,2023-01-27,11:02:00,11:21:00,19,9513,4,Harper X,Wheelchair Assist,2023-01-27,""
808693,2023-01-27,08:26:00,08:50:00,24,9505,3,Cameron Z,Supply Run,2023-01-27,""
808694,2023-01-27,09:24:00,09:37:00,13,9505,6,Cameron Z,Information,2023-01-27,""
808696,2023-01-27,10:42:00,11:07:00,25,9505,8,Cameron Z,Wheelchair Assist,2023-01-27,""
808699,2023-01-27,08:19:00,08:51:00,32,9505,4,Cameron Z,Patient Support,2023-01-27,""
808702,2023-01-27,11:18:00,11:36:00,18,9505,1,Cameron Z,Escort,2023-01-27,""
808707,2023-01-27,14:07:00,14:28:00,21,9570,3,Rowan T,Other,2023-01-27,""
808709,2023-01-27,13:52:00,14:10:00,18,9570,8,Rowan T,Translation Support,2023-01-27,""
808716,2023-01-27,13:54:00,14:09:00,15,9570,8,Rowan T,Translation Support,2023-01-27,""
808718,2023-01-27,15:02:00,15:39:00,37,9502,7,Alex T,Supply Run,2023-01-27,""
808719,2023-01-27,14:49:00,15:27:00,38,9502,3,Alex T,Other,2023-01-27,""
808721,2023-01-27,15:58:00,16:21:00,23,9502,3,Alex T,Patient Support,2023-01-27,""
808725,2023-01-27,14:09:00,14:24:00,15,9502,2,Alex T,Wayfinding,2023-01-27,""
808727,2023-01-27,16:46:00,17:00:00,14,9502,4,Alex T,Patient Support,2023-01-27,""
808729,2023-01-27,15:40:00,16:19:00,39,9502,6,Alex T,Wayfinding,2023-01-27,""
808730,2023-01-27,15:36:00,15:41:00,5,9502,4,Alex T,Translation Support,2023-01-27,""
808732,2023-01-30,09:52:00,10:14:00,22,9570,7,Rowan T,Other,2023-01-30,""
808741,2023-01-30,09:46:00,09:51:00,5,9570,6,Rowan T,Escort,2023-01-30,""
808744,2023-01-30,08:00:00,08:27:00,27,9570,1,Rowan T,Supply Run,2023-01-30,""
808748,2023-01-30,10:05:00,10:37:00,32,9567,3,Finley T,Patient Support,2023-01-30,""
808749,2023-01-30,09:27:00,10:07:00,40,9567,1,Finley T,Wayfinding,2023-01-30,""
808752,2023-01-30,09:53:00,10:01:00,8,9567,3,Finley T,Wayfinding,2023-01-30,""
808755,2023-01-30,09:38:00,09:45:00,7,9567,3,Finley T,Translation Support,2023-01-30,""
808756,2023-01-30,15:59:00,16:10:00,11,9562,5,Riley X,Escort,2023-01-30,""
808757,2023-01-30,15:11:00,15:31:00,20,9562,8,Riley X,Patient Support,2023-01-30,""
808760,2023-01-30,15:39:00,15:58:00,19,9562,4,Riley X,Information,2023-01-30,""
808763,2023-01-30,13:59:00,14:34:00,35,9562,5,Riley X,Translation Support,2023-01-30,""
808767,2023-01-30,16:14:00,16:44:00,30,9562,4,Riley X,Wayfinding,2023-01-30,""
808768,2023-01-30,13:14:00,13:51:00,37,9562,8,Riley X,Wheelchair Assist,2023-01-30,""
808770,2023-01-30,13:27:00,13:37:00,10,9523,8,Casey M,Wheelchair Assist,2023-01-30,""
808771,2023-01-30,14:00:00,14:35:00,35,9523,6,Casey M,Escort,2023-01-30,""
808772,2023-01-30,16:21:00,16:38:00,17,9523,8,Casey M,Translation Support,2023-01-30,""
808774,2023-01-30,14:54:00,15:20:00,26,9523,4,Casey M,Wayfinding,2023-01-30,""
808778,2023-01-30,13:29:00,14:03:00,34,9523,3,Casey M,Information,2023-01-30,""
808780,2023-01-31,09:53:00,10:04:00,11,9550,1,Emerson D,Wheelchair Assist,2023-01-31,""
808781,2023-01-31,08:14:00,08:52:00,38,9550,8,Emerson D,Escort,2023-01-31,""
808782,2023-01-31,10:18:00,10:53:00,35,9550,7,Emerson D,Wayfinding,2023-01-31,""
808786,2023-01-31,11:14:00,11:47:00,33,9550,3,Emerson D,Supply Run,2023-01-31,""
808787,2023-01-31,11:11:00,11:23:00,12,9550,5,Emerson D,Escort,2023-01-31,""
808790,2023-01-31,11:04:00,11:26:00,22,9550,3,Emerson D,Translation Support,2023-01-31,""
808794,2023-01-31,09:20:00,09:54:00,34,9550,1,Emerson D,Translation Support,2023-01-31,""
808795,2023-01-31,08:54:00,09:28:00,34,9550,6,Emerson D,Information,2023-01-31,""
808799,2023-01-31,08:10:00,08:21:00,11,9505,2,Cameron Z,Supply Run,2023-01-31,""
808800,2023-01-31,09:20:00,09:36:00,16,9505,1,Cameron Z,Other,2023-01-31,""
808802,2023-01-31,11:27:00,11:56:00,29,9505,2,Cameron Z,Translation Support,2023-01-31,""
808806,2023-01-31,08:17:00,08:45:00,28,9505,6,Cameron Z,Translation Support,2023-01-31,""
808809,2023-01-31,09:06:00,09:15:00,9,9505,7,Cameron Z,Information,2023-01-31,""
808810,2023-01-31,09:59:00,10:14:00,15,9505,4,Cameron Z,Wheelchair Assist,2023-01-31,""
808812,2023-01-31,14:33:00,15:00:00,27,9569,7,Riley D,Information,2023-01-31,""
808813,2023-01-31,14:27:00,14:56:00,29,9569,3,Riley D,Wayfinding,2023-01-31,""
808822,2023-01-31,14:38:00,15:08:00,30,9569,4,Riley D,Other,2023-01-31,""
808825,2023-01-31,14:12:00,14:47:00,35,9569,5,Riley D,Translation Support,2023-01-31,""
808828,2023-01-31,16:32:00,16:54:00,22,9569,1,Riley D,Patient Support,2023-01-31,""
808830,2023-01-31,15:14:00,15:54:00,40,9502,5,Alex T,Wayfinding,2023-01-31,""
808832,2023-01-31,16:50:00,17:00:00,10,9502,3,Alex T,Patient Support,2023-01-31,""
808833,2023-01-31,14:43:00,14:57:00,14,9502,2,Alex T,Patient Support,2023-01-31,""
808834,2023-01-31,14:53:00,15:21:00,28,9502,4,Alex T,Escort,2023-01-31,""
808838,2023-01-31,13:28:00,13:50:00,22,9502,4,Alex T,Patient Support,2023-01-31,""
808842,2023-02-01,10:18:00,10:41:00,23,9566,4,Parker H,Other,2023-02-01,""
808844,2023-02-01,08:48:00,09:28:00,40,9566,2,Parker H,Wayfinding,2023-02-01,""
808846,2023-02-01,09:40:00,10:14:00,34,9566,3,Parker H,Other,2023-02-01,""
808847,2023-02-01,10:33:00,11:13:00,40,9566,7,Parker H,Escort,2023-02-01,""
808849,2023-02-01,11:49:00,11:56:00,7,9566,4,Parker H,Escort,2023-02-01,""
808850,2023-02-01,11:39:00,11:44:00,5,9566,2,Parker H,Information,2023-02-01,""
808853,2023-02-01,11:32:00,11:52:00,20,9566,7,Parker H,Other,2023-02-01,""
808854,2023-02-01,09:50:00,10:18:00,28,9566,8,Parker H,Information,2023-02-01,""
808856,2023-02-01,09:08:00,09:20:00,12,9566,7,Parker H,Information,2023-02-01,""
808862,2023-02-01,08:18:00,08:54:00,36,9538,6,Jamie X,Wayfinding,2023-02-01,""
808865,2023-02-01,09:29:00,09:47:00,18,9538,3,Jamie X,Escort,2023-02-01,""
808866,2023-02-01,11:42:00,12:00:00,18,9538,8,Jamie X,Wheelchair Assist,2023-02-01,""
808869,2023-02-01,11:10:00,11:33:00,23,9538,7,Jamie X,Supply Run,2023-02-01,""
808873,2023-02-01,13:42:00,13:54:00,12,9545,6,Skyler F,Wheelchair Assist,2023-02-01,""
808874,2023-02-01,16:28:00,16:48:00,20,9545,7,Skyler F,Patient Support,2023-02-01,""
808876,2023-02-01,14:06:00,14:33:00,27,9545,2,Skyler F,Patient Support,2023-02-01,""
808877,2023-02-01,16:36:00,16:58:00,22,9545,7,Skyler F,Patient Support,2023-02-01,""
808881,2023-02-01,14:54:00,15:33:00,39,9545,6,Skyler F,Supply Run,2023-02-01,""
808885,2023-02-01,16:43:00,17:00:00,17,9545,2,Skyler F,Supply Run,2023-02-01,""
808889,2023-02-01,15:59:00,16:09:00,10,9544,1,Skyler B,Information,2023-02-01,""
808890,2023-02-01,13:50:00,13:55:00,5,9544,7,Skyler B,Patient Support,2023-02-01,""
808894,2023-02-01,14:40:00,14:49:00,9,9544,3,Skyler B,Wayfinding,2023-02-01,""
808902,2023-02-02,11:49:00,12:00:00,11,9513,2,Harper X,Other,2023-02-02,""
808905,2023-02-02,09:35:00,09:53:00,18,9513,4,Harper X,Supply Run,2023-02-02,""
808914,2023-02-02,09:23:00,09:40:00,17,9554,3,Parker B,Information,2023-02-02,""
808915,2023-02-02,11:18:00,11:25:00,7,9554,2,Parker B,Patient Support,2023-02-02,""
808917,2023-02-02,08:25:00,09:05:00,40,9554,6,Parker B,Wheelchair Assist,2023-02-02,""
808922,2023-02-02,09:22:00,09:48:00,26,9554,5,Parker B,Other,2023-02-02,""
808930,2023-02-02,13:15:00,13:43:00,28,9555,1,Parker Z,Wheelchair Assist,2023-02-02,""
808931,2023-02-02,16:40:00,16:48:00,8,9555,1,Parker Z,Translation Support,2023-02-02,""
808934,2023-02-02,14:12:00,14:47:00,35,9555,3,Parker Z,Wheelchair Assist,2023-02-02,""
808938,2023-02-02,15:57:00,16:35:00,38,9555,6,Parker Z,Patient Support,2023-02-02,""
808939,2023-02-02,13:14:00,13:22:00,8,9555,7,Parker Z,Supply Run,2023-02-02,""
808940,2023-02-02,15:45:00,16:23:00,38,9506,6,Finley F,Patient Support,2023-02-02,""
808941,2023-02-02,15:47:00,16:23:00,36,9506,2,Finley F,Supply Run,2023-02-02,""
808942,2023-02-02,14:39:00,14:44:00,5,9506,2,Finley F,Escort,2023-02-02,""
808944,2023-02-02,13:11:00,13:18:00,7,9506,6,Finley F,Wheelchair Assist,2023-02-02,""
808945,2023-02-02,13:53:00,14:16:00,23,9506,2,Finley F,Patient Support,2023-02-02,""
808947,2023-02-02,13:51:00,14:29:00,38,9506,7,Finley F,Patient Support,2023-02-02,""
808948,2023-02-02,14:59:00,15:10:00,11,9506,7,Finley F,Patient Support,2023-02-02,""
808950,2023-02-03,10:37:00,10:45:00,8,9518,8,Dakota L,Information,2023-02-03,""
808953,2023-02-03,11:21:00,11:39:00,18,9518,6,Dakota L,Translation Support,2023-02-03,""
808956,2023-02-03,11:14:00,11:50:00,36,9518,2,Dakota L,Wayfinding,2023-02-03,""
808958,2023-02-03,10:42:00,10:53:00,11,9518,2,Dakota L,Wheelchair Assist,2023-02-03,""
808962,2023-02-03,09:32:00,10:03:00,31,9503,6,Cameron T,Supply Run,2023-02-03,""
808966,2023-02-03,11:20:00,11:33:00,13,9503,8,Cameron T,Supply Run,2023-02-03,""
808968,2023-02-03,11:19:00,11:59:00,40,9503,8,Cameron T,Wheelchair Assist,2023-02-03,""
808970,2023-02-03,11:34:00,12:00:00,26,9503,4,Cameron T,Wayfinding,2023-02-03,""
808971,2023-02-03,08:42:00,09:05:00,23,9503,5,Cameron T,Patient Support,2023-02-03,""
808972,2023-02-03,11:50:00,11:56:00,6,9503,3,Cameron T,Translation Support,2023-02-03,""
808976,2023-02-03,16:00:00,16:05:00,5,9541,3,Riley Q,Translation Support,2023-02-03,""
808977,2023-02-03,13:44:00,14:01:00,17,9541,7,Riley Q,Translation Support,2023-02-03,""
808983,2023-02-03,15:10:00,15:34:00,24,9541,2,Riley Q,Wayfinding,2023-02-03,""
808985,2023-02-03,16:44:00,16:54:00,10,9541,4,Riley Q,Supply Run,2023-02-03,""
808988,2023-02-03,13:07:00,13:44:00,37,9541,2,Riley Q,Escort,2023-02-03,""
808990,2023-02-03,13:21:00,13:33:00,12,9539,8,Avery K,Wheelchair Assist,2023-02-03,""
808991,2023-02-03,14:44:00,15:02:00,18,9539,6,Avery K,Information,2023-02-03,""
808997,2023-02-03,16:12:00,16:23:00,11,9539,2,Avery K,Other,2023-02-03,""
808998,2023-02-03,15:22:00,15:30:00,8,9539,8,Avery K,Translation Support,2023-02-03,""
809004,2023-02-03,16:01:00,16:09:00,8,9539,6,Avery K,Patient Support,2023-02-03,""
809007,2023-02-06,08:35:00,09:14:00,39,9513,2,Harper X,Wayfinding,2023-02-06,""
809012,2023-02-06,10:29:00,10:36:00,7,9513,4,Harper X,Escort,2023-02-06,""
809016,2023-02-06,10:48:00,11:01:00,13,9513,2,Harper X,Patient Support,2023-02-06,""
809019,2023-02-06,11:25:00,11:39:00,14,9513,1,Harper X,Information,2023-02-06,""
809020,2023-02-06,10:12:00,10:38:00,26,9513,6,Harper X,Other,2023-02-06,""
809021,2023-02-06,09:32:00,10:00:00,28,9513,4,Harper X,Escort,2023-02-06,""
809022,2023-02-06,08:52:00,09:17:00,25,9513,5,Harper X,Other,2023-02-06,""
809025,2023-02-06,13:34:00,13:43:00,9,9567,2,Finley T,Escort,2023-02-06,""
809029,2023-02-06,16:19:00,16:53:00,34,9567,8,Finley T,Wheelchair Assist,2023-02-06,""
809037,2023-02-06,15:49:00,15:58:00,9,9506,2,Finley F,Translation Support,2023-02-06,""
809040,2023-02-06,16:45:00,16:52:00,7,9506,7,Finley F,Wayfinding,2023-02-06,""
809041,2023-02-06,13:05:00,13:19:00,14,9506,7,Finley F,Patient Support,2023-02-06,""
809043,2023-02-06,14:37:00,14:52:00,15,9506,7,Finley F,Translation Support,2023-02-06,""
809046,2023-02-06,15:10:00,15:31:00,21,9506,7,Finley F,Patient Support,2023-02-06,""
809047,2023-02-06,14:33:00,15:06:00,33,9506,1,Finley F,Wayfinding,2023-02-06,""
809048,2023-02-06,15:08:00,15:22:00,14,9506,3,Finley F,Wayfinding,2023-02-06,""
809051,2023-02-06,15:52:00,16:25:00,33,9506,7,Finley F,Patient Support,2023-02-06,""
809052,2023-02-07,08:16:00,08:56:00,40,9503,4,Cameron T,Information,2023-02-07,""
809053,2023-02-07,10:50:00,11:24:00,34,9503,5,Cameron T,Wayfinding,2023-02-07,""
809057,2023-02-07,10:28:00,11:06:00,38,9503,4,Cameron T,Wheelchair Assist,2023-02-07,""
809059,2023-02-07,08:57:00,09:09:00,12,9503,6,Cameron T,Information,2023-02-07,""
809060,2023-02-07,08:31:00,08:54:00,23,9503,8,Cameron T,Patient Support,2023-02-07,""
809062,2023-02-07,08:22:00,08:47:00,25,9503,3,Cameron T,Information,2023-02-07,""
809064,2023-02-07,13:57:00,14:04:00,7,9502,1,Alex T,Other,2023-02-07,""
809065,2023-02-07,16:18:00,16:54:00,36,9502,2,Alex T,Other,2023-02-07,""
809067,2023-02-07,13:24:00,13:58:00,34,9502,4,Alex T,Information,2023-02-07,""
809068,2023-02-07,15:21:00,15:27:00,6,9502,3,Alex T,Information,2023-02-07,""
809070,2023-02-07,16:21:00,16:39:00,18,9502,4,Alex T,Patient Support,2023-02-07,""
809071,2023-02-07,14:30:00,14:57:00,27,9502,5,Alex T,Other,2023-02-07,""
809074,2023-02-07,14:22:00,15:01:00,39,9502,6,Alex T,Translation Support,2023-02-07,""
809077,2023-02-08,15:34:00,15:52:00,18,9555,2,Parker Z,Wheelchair Assist,2023-02-08,""
809079,2023-02-08,13:26:00,13:45:00,19,9555,6,Parker Z,Escort,2023-02-08,""
809081,2023-02-08,16:41:00,17:00:00,19,9555,4,Parker Z,Escort,2023-02-08,""
809082,2023-02-08,16:25:00,16:37:00,12,9555,7,Parker Z,Supply Run,2023-02-08,""
809083,2023-02-08,16:06:00,16:15:00,9,9555,8,Parker Z,Escort,2023-02-08,""
809085,2023-02-08,13:44:00,13:56:00,12,9555,8,Parker Z,Supply Run,2023-02-08,""
809086,2023-02-08,13:14:00,13:34:00,20,9555,2,Parker Z,Patient Support,2023-02-08,""
809087,2023-02-08,15:27:00,15:48:00,21,9544,5,Skyler B,Translation Support,2023-02-08,""
809088,2023-02-08,13:53:00,14:21:00,28,9544,7,Skyler B,Translation Support,2023-02-08,""
809089,2023-02-08,13:53:00,14:31:00,38,9544,5,Skyler B,Escort,2023-02-08,""
809090,2023-02-08,15:49:00,16:28:00,39,9544,6,Skyler B,Other,2023-02-08,""
809092,2023-02-08,15:16:00,15:35:00,19,9544,6,Skyler B,Wayfinding,2023-02-08,""
809096,2023-02-08,15:25:00,15:30:00,5,9544,4,Skyler B,Escort,2023-02-08,""
809099,2023-02-09,08:03:00,08:26:00,23,9505,3,Cameron Z,Patient Support,2023-02-09,""
809100,2023-02-09,09:39:00,10:14:00,35,9505,6,Cameron Z,Other,2023-02-09,""
809101,2023-02-09,09:21:00,09:39:00,18,9505,2,Cameron Z,Translation Support,2023-02-09,""
809108,2023-02-09,08:42:00,09:14:00,32,9505,2,Cameron Z,Wheelchair Assist,2023-02-09,""
809111,2023-02-09,09:14:00,09:42:00,28,9539,5,Avery K,Information,2023-02-09,""
809112,2023-02-09,08:32:00,09:09:00,37,9539,2,Avery K,Other,2023-02-09,""
809115,2023-02-09,09:33:00,09:53:00,20,9539,4,Avery K,Wayfinding,2023-02-09,""
809116,2023-02-09,08:21:00,08:32:00,11,9539,7,Avery K,Information,2023-02-09,""
809118,2023-02-09,10:47:00,11:20:00,33,9539,7,Avery K,Information,2023-02-09,""
809120,2023-02-09,10:10:00,10:30:00,20,9539,6,Avery K,Other,2023-02-09,""
809125,2023-02-09,16:49:00,17:00:00,11,9548,7,Taylor C,Wheelchair Assist,2023-02-09,""
809130,2023-02-09,15:14:00,15:26:00,12,9548,8,Taylor C,Wayfinding,2023-02-09,""
809137,2023-02-09,14:27:00,14:59:00,32,9548,5,Taylor C,Patient Support,2023-02-09,""
809138,2023-02-09,15:48:00,16:03:00,15,9548,6,Taylor C,Supply Run,2023-02-09,""
809139,2023-02-10,10:43:00,11:22:00,39,9569,8,Riley D,Supply Run,2023-02-10,""
809140,2023-02-10,10:17:00,10:53:00,36,9569,7,Riley D,Wheelchair Assist,2023-02-10,""
809142,2023-02-10,10:53:00,11:03:00,10,9569,2,Riley D,Patient Support,2023-02-10,""
809143,2023-02-10,10:14:00,10:43:00,29,9569,3,Riley D,Wheelchair Assist,2023-02-10,""
809144,2023-02-10,10:34:00,10:50:00,16,9569,7,Riley D,Supply Run,2023-02-10,""
809145,2023-02-10,09:06:00,09:42:00,36,9569,4,Riley D,Escort,2023-02-10,""
809146,2023-02-10,09:03:00,09:41:00,38,9569,7,Riley D,Wheelchair Assist,2023-02-10,""
809151,2023-02-10,10:33:00,11:03:00,30,9562,8,Riley X,Patient Support,2023-02-10,""
809157,2023-02-10,09:49:00,10:00:00,11,9562,5,Riley X,Supply Run,2023-02-10,""
809158,2023-02-10,10:04:00,10:31:00,27,9562,7,Riley X,Escort,2023-02-10,""
809160,2023-02-10,08:27:00,08:49:00,22,9562,1,Riley X,Escort,2023-02-10,""
809161,2023-02-10,10:03:00,10:10:00,7,9562,7,Riley X,Wheelchair Assist,2023-02-10,""
809166,2023-02-10,15:12:00,15:41:00,29,9545,2,Skyler F,Patient Support,2023-02-10,""
809167,2023-02-10,13:27:00,13:39:00,12,9545,4,Skyler F,Wheelchair Assist,2023-02-10,""
809168,2023-02-10,15:15:00,15:32:00,17,9545,7,Skyler F,Translation Support,2023-02-10,""
809169,2023-02-10,15:14:00,15:31:00,17,9545,2,Skyler F,Patient Support,2023-02-10,""
809170,2023-02-10,13:46:00,14:04:00,18,9545,2,Skyler F,Wayfinding,2023-02-10,""
809171,2023-02-10,15:59:00,16:06:00,7,9545,1,Skyler F,Escort,2023-02-10,""
809173,2023-02-10,13:44:00,13:53:00,9,9545,3,Skyler F,Information,2023-02-10,""
809176,2023-02-13,10:08:00,10:20:00,12,9573,4,Jamie H,Wayfinding,2023-02-13,""
809177,2023-02-13,09:10:00,09:23:00,13,9573,1,Jamie H,Wheelchair Assist,2023-02-13,""
